"identifier";"province";"district";"chiefdom";"community";"water point name";"implementing partner";"facility";"geo latitude";"geo longitude";"geo elevation";"water_supply_type";"pH high";"pH low";"ammonia";"fluoride";"iron";"nitrate";"phosphate";"potassium";"sulfate";"nitrite";"chloride";"turbidity";"electrical conductivity";"temperature";"barcode";"ecoli risk indication";"MPN_100ml";"conf_inter_95";"risk_assessment"
"4ccc-sj1u-6fjm";"Eastern";"Kenema";"Lower Bambara";"BUIMA TONGO";"RC PRI BUIMA WATER POINT";"4";"School";"8.216168333333334";"-11.059544999999998";"207.0";"New hand dug well - handpump";7,55;NA;0,06;0,05;0,2;17,6;0,31;4;100;0,01;NA;0;361;33,7;"03860";"Intermediate Risk / Possibly Safe";"9.6";"37.68";1
"c75v-701b-24en";"Eastern";"Kenema";"Lower Bambara";"NGIEHUN";"EVANGELICAL PRI SCH NGIEHUN WATER POINT";"4";"School";"8.163506666666667";"-11.089820000000001";"264.5";"New hand dug well - handpump";6,5;NA;0,07;0,19;0,1;2,4;2,05;0,6;26;0,01;NA;0;52;33,6;"03855";"Intermediate Risk / Probably Safe";"1.5";"7.81";3
"hucb-px3b-34nu";"Eastern";"Kenema";"Lower Bambara";"DONDOMA TONGO";"KNOW YOUR RELIGION ISLAMIC PRI SCH WATER POINT";"5";"School";"8.220281666666667";"-11.053241666666668";"183.9";"New hand dug well - handpump";7,62;NA;0,05;0,06;NA;5,8;0,05;0,6;11;0,01;NA;0;222;33,7;"03859";"Intermediate Risk / Probably Safe";"1.2";"5.64";2
"bh4k-yu6y-te2w";"Eastern";"Kenema";"Lower Bambara";"LALEHUN";"RC PRI SCH WATER POINT LALEHUN";"4";"School";"8.200565000000001";"-11.080589999999999";"246.8";"New hand dug well - handpump";6,5;NA;0,03;0,05;0,09;1,6;0,13;0,7;5;0,01;NA;0;118;33,9;"03856";"Intermediate Risk / Possibly Safe";"4.7";"22.75";1
"neh7-88nr-7vpn";"Eastern";"Kenema";"Lower Bambara";"BOMIE TONGO";"EVANGELICAL PRI SCH WATER POINT BOMIE";"4";"School";"8.227305";"-11.048646666666665";"219.8";"New hand dug well - handpump";6,52;NA;0,02;0,34;0,11;1,5;0,05;0,7;5;0,01;NA;0;82;34,1;"03858";"Low Risk / Safe";"0";"2.87";1
"fvrv-c59r-2exc";"Eastern";"Kenema";"Lower Bambara";"BOMIE TONGO";"NATIONAL ISLAMIC PRI SCH WATER POINT BOMIE";"4";"School";"8.228841666666666";"-11.046946666666667";"211.3";"New hand dug well - handpump";6,5;NA;0,03;0,05;NA;1;0,2;0,7;5;NA;NA;0;48;34,3;"03857";"Intermediate Risk / Probably Safe";"1.2";"5.64";1
"cset-ngu4-7dns";"North Western";"Port Loko";"Marampa";"LUNSAR";"8A OLD TOWN ROAD, LUNSAR";NA;"Community water point";"8.678453333333332";"-12.533165";"50.6";"New borehole with mechanised pump";6,5;NA;0,1;0,31;0,31;5,3;0,17;6,7;5;0,03;NA;0;104;NA;"02093";"Intermediate Risk / Probably Safe";"3.2";"8.38";2
"jgah-tn3j-mcyu";"North Western";"Karene";"Buya";"GBOMSAMBA";"GBOMSAMBA CHP";NA;"PHU";"8.803355";"-12.358006666666665";"62.4";"New borehole with mechanised pump";6,5;NA;0,02;0,05;0,92;1;0,12;1,8;5;0,01;NA;12;92;NA;"02091";"Intermediate Risk / Probably Safe";"2";"6.32";1
"spe1-tauk-7shr";"North Western";"Port Loko";"Marampa";"MAGBIL";"MAGBIL CHP";NA;"PHU";"8.693765";"-12.489066666666668";"68.5";"Rehabilitated hand dug well with mechanised pump";6,5;NA;0,11;0,05;0,11;2,3;0,06;0,6;60;0,01;NA;0;50;NA;"02092";"Intermediate Risk / Probably Safe";"2";"6.32";2
"c2xw-asqc-ef79";"Southern";"Bo";"Selenga";NA;NA;NA;NA;"8.124043333333333";"-11.704338333333332";"50.0";"New hand dug well with mechanised pump";7,8;NA;NA;NA;NA;1,8;0,05;NA;NA;NA;NA;NA;208;NA;"03391";"Intermediate Risk / Possibly Safe";"4.7";"22.75";5
"u4a4-1cd7-symc";"Northern";"Bombali";"Safroko Limba";"KABOMBEH CHP";"HANDDUG WELL";NA;"PHU";"8.875515";"-11.9954927";"119.11000061035156";"Rehabilitated hand dug well - handpump";6,61;NA;0,04;0,05;0,11;NA;0,05;1,7;5;0,01;NA;0;56;NA;"02120";"High Risk / Possibly Unsafe";"13.6";"83.06";3
"tdxu-ufuc-m0tw";"Northern";"Bombali";"Safroko Limba";"KADALA PRI SCH";"HAND DUG WELL";NA;"School";"9.0398033";"-11.8167828";"164.36000061035156";"New hand dug well - handpump";7,68;NA;0,05;0,05;0,02;2,4;0,09;1,8;100;0,01;NA;0;261;NA;"02124";"Low Risk / Safe";"0";"2.87";1
"pnm8-mgyj-4j6x";"Northern";"Bombali";"Safroko Limba";"KAMONKOH";"HAND DUG WELL";NA;"Community water point";"9.0070726";"-11.8565682";"145.69000244140625";"New hand dug well - handpump";6,5;NA;0,02;0,05;0,05;1;NA;0,6;49;0,01;NA;0;106;NA;"02121";"Very High Risk / Unsafe";">100";"9435.1";0
"mpbb-dj4j-bqd8";"Northern";"Bombali";"Biriwa";"KANIKAY JUNCTION";"HAND DUG WELL";NA;"Community water point";"9.3191687";"-11.870072";"158.1699981689453";"New hand dug well - handpump";6,5;NA;0,02;0,05;0,02;6,4;0,05;0,9;39;0,01;NA;0;106;NA;"02119";"Very High Risk / Unsafe";">100";"9435.1";3
"ujqv-7h1s-jgjd";"Northern";"Bombali";"Safroko Limba";"KABARAY COMMUNITY SCH";"HAND DUG WELL";NA;"School";"8.9995919";"-11.8661583";"145.9199981689453";"New hand dug well - handpump";6,5;NA;0,02;0,05;0,02;1;0,22;7,9;49;0,01;NA;0;146;NA;"02123";"Very High Risk / Unsafe";">100";"9435.1";3
"n60c-87dd-jmab";"Northern";"Bombali";"Biriwa";"KAMABIA WCSL PRI SCH";"BOREHOLE";NA;"School";"9.15001692250371";"-11.964247534051538";"122.5";"New borehole - handpump";7,33;NA;0,21;0,05;0,68;1;0,05;1,7;31;0,04;NA;91;224;NA;"02115";"Low Risk / Safe";"0";"2.87";0
"vxaj-awgb-6gaj";"Northern";"Bombali";"Biriwa";"BANDAKORO";"HAND DUG WELL";NA;"Community water point";"9.3051323";"-11.9459869";"156.86000061035156";"New hand dug well - handpump";6,5;NA;0,02;0,05;0,02;6,6;0,05;0,9;18;0,01;NA;0;172;NA;"02118";"Very High Risk / Unsafe";">100";"9435.1";1
"9ebw-5ps0-2k8r";"Northern";"Tonkolili";"Kholifa Rowala";"MAFOMBA";"MAFOMBA SCHOOL WATER POINT";NA;"School";"8.637043333333335";"-12.039703333333334";"67.5";"New hand dug well - handpump";6,5;NA;0,05;NA;0,15;1;0,05;0,7;NA;0,01;NA;0;119;NA;"02004";"Intermediate Risk / Possibly Safe";"4.7";"22.75";4
"fvs7-nhn6-v0vk";"Northern";"Tonkolili";"Kholifa Rowala";"MABUM VILLAGE";"MABUM PHU WATER POINT";NA;"PHU";"8.650605";"-11.979541666666668";"69.3";"Rehabilitated hand dug well with mechanised pump";6,5;NA;0,03;NA;0,02;15,6;0,05;8,6;NA;0,01;NA;0;153;NA;"02001";"Very High Risk / Unsafe";">100";"9435.1";3
"6gm8-871f-2546";"Northern";"Tonkolili";"Kunike Barina";"MABORIE VILLAGE";"MABORIE PHU WATER WELL";NA;"PHU";"8.650841666666668";"-12.068248333333335";"63.8";"New borehole with mechanised pump";7,43;NA;0,05;NA;0,26;1;0,85;0,6;NA;0,01;NA;0;198;NA;"02003";"Very High Risk / Unsafe";">100";"9435.1";3
"r9c2-dwxn-bset";"Northern";"Tonkolili";"Kholifa Rowala";"MAMUNTHA PHU";"MAMUNTUA PHU WATER POINT";NA;"PHU";"8.632115";"-12.017778333333334";"56.4";"Rehabilitated hand dug well - handpump";6,5;NA;0,08;NA;0,12;1;0,05;0,6;NA;0,01;NA;0;0;NA;"02002";"Very High Risk / Unsafe";">100";"9435.1";6
"nux5-t5hh-ujtj";"Northern";"Bombali";"Gbanti";"SAWULIA PRI SCH";"HAND DUG WELL";NA;"School";"8.9360458";"-11.9971783";"152.5800018310547";"New hand dug well - handpump";6,71;NA;0,07;0,05;0,11;1;0,05;0,7;59;0,01;NA;0;879;NA;"02122";"Low Risk / Safe";"0";"2.87";1
"pg6q-3esx-7x55";"Northern";"Bombali";"Safroko Limba";"KAPETHE PRI SCH";"HAND DUG WELL";NA;"School";"8.986067944206297";"-11.97965171188116";"133.6999969482422";"New hand dug well with mechanised pump";6,76;NA;0,07;0,05;0,1;1;0,05;16;100;0,01;NA;0;160;NA;"02116";"High Risk / Probably Unsafe";"32.6";"145.55";2
"mp32-pdj0-ecq0";"North Western";"Karene";"Dibia";"KALANGBA";"CENTRAL TOWN";NA;"Community water point";"8.931485";"-12.581938333333335";"49.3";"New hand dug well - handpump";6,5;NA;0,18;0,05;0,02;7,3;0,05;4,4;21;0,01;NA;0;132;31,6;"02085";"Intermediate Risk / Possibly Safe";"3.1";"11.36";2
"c258-duw3-34t6";"North Western";"Port Loko";"Bureh";"MASSESSEH";"MASSESEH MCHP";NA;"PHU";"8.859663333333334";"-12.840254999999997";"32.0";"Rehabilitated hand dug well with submersible pump";7,59;NA;0,06;0,05;0,02;1;0,05;0,6;100;0,01;NA;8;155;32,8;"02084";"Very High Risk / Unsafe";">100";"9435.1";2
"a9ja-r74c-auef";"North Western";"Port Loko";"Bakeh Loko";"GBONKO KARENEH";"GBONKO KARENEH MCHP";NA;"PHU";"8.784028333333334";"-12.842475000000002";"17.5";"Rehabilitated hand dug well with submersible pump";6,5;NA;0,06;0,05;0,02;3,2;0,05;9,4;5;0,01;NA;0;76;33,2;"02083";"Intermediate Risk / Probably Safe";"2";"6.32";1
"upkq-e32j-7t9f";"North Western";"Port Loko";"Bakeh Loko";"PORT LOKO CITY";"MAYIBA BY MD SENRO'S RESIDENT";NA;"Community water point";"8.776866666666667";"-12.795065";"35.5";"New hand dug well - handpump";6,5;NA;0,05;0,05;0,02;1;0,05;0,6;35;0,01;NA;7;32;35;"02082";"Intermediate Risk / Probably Safe";"2";"6.32";2
"qyym-9q1u-sexd";"Northern";"Koinadugu";"Wara Wara Yagala";NA;NA;NA;NA;"9.500338333333334";"-11.597658333333333";"444.0";"Rehabilitated hand dug well with mechanised pump";6,5;NA;0,03;NA;0,04;1;0,05;0,7;5;0,01;NA;0;13;NA;"02310";"High Risk / Possibly Unsafe";"13.6";"83.06";1
"muqw-pcft-dr9j";"North Western";"Karene";"Buya";"PETIFU BUYA";"DEC PRIMARY SCHOOL";NA;"School";"8.823644999999999";"-12.427418333333332";"107.3";"New hand dug well - handpump";6,5;NA;0,06;0,05;0,15;1;0,05;0,6;5;0,01;NA;0;78;31,2;"02090";"Low Risk / Safe";"0";"2.87";3
"jw3d-s6s6-ntkk";"North Western";"Karene";"Dibia";"ROYALE";"DEC ROYALE";NA;"School";"8.881915";"-12.549538333333333";"55.5";"New hand dug well - handpump";7,8;NA;0,08;0,05;0,17;1;0,07;0,6;100;0,01;NA;0;214;32;"02086";"Intermediate Risk / Probably Safe";"2";"6.32";5
"x2es-4f4x-7x4b";"North Western";"Port Loko";"Thainkatopa";"ROGBANNEH";"ROGBANNEH MCHP";NA;"PHU";"8.844505";"-12.622811666666667";"44.6";"Rehabilitated borehole with mechanised pump";6,5;NA;0,05;0,05;0,32;6;0,05;0,8;28;0,01;NA;0;172;31,2;"02089";"Intermediate Risk / Probably Safe";"1";"4.74";2
"dc8k-009j-u8kw";"North Western";"Port Loko";"Thainkatopa";"ROBAKA";"BY ROBAKA DRY FLOOR";NA;"Community water point";"8.855878333333333";"-12.596806666666664";"53.5";"New hand dug well - handpump";6,5;NA;0,16;0,05;0,02;13,2;0,05;3,3;5;0,01;NA;0;149;32,2;"02088";"Intermediate Risk / Probably Safe";"1";"5.14";4
"ff3w-fjfg-8vqq";"Northern";"Tonkolili";"Tane";"ROSENGBEH VILLAGE";"ROSENBERG PHU";NA;"PHU";"8.585915";"-11.92728";"85.8";"New borehole with mechanised pump";6,5;NA;0,02;NA;0,15;1;0,05;0,7;NA;0,01;NA;0;46;NA;"02006";"Low Risk / Safe";"0";"2.87";3
"8uy1-9myh-sjrn";"Northern";"Tonkolili";"Kholifa Rowala";"MABAI VILLAGE";"MABAI PHU WATER POINT";NA;"PHU";"8.68009";"-11.898118333333333";"106.4";"New borehole with mechanised pump";6,5;NA;0,02;NA;0,02;1;0,05;1;NA;0,01;NA;0;98;NA;"02005";"Low Risk / Safe";"0";"2.87";2
"tdf3-e14y-qerw";"Northern";"Tonkolili";"Kholifa Rowala";"MAGBASS VILlAGE";"MAGBASS PHU WATER POINT";NA;"PHU";"8.678505";"-12.001333333333331";"78.5";"Rehabilitated borehole with mechanised pump";7,8;NA;0,08;NA;0,35;1;1,13;0,9;NA;0,01;NA;0;255;NA;"02030";"Intermediate Risk / Possibly Safe";"5.4";"12.93";0
"brnm-m18m-w04e";"Northern";"Tonkolili";"Tane";"MANGABANA VILLAGE";"MANGABANA MCHP WATER POINT";NA;"PHU";"8.581818333333333";"-11.95257";"81.6";"New borehole with mechanised pump";6,5;NA;0,08;NA;0,07;1;0,05;0,6;NA;0,01;NA;0;252;NA;"02007";"Low Risk / Safe";"0";"2.87";3
"juw0-yhrx-3wa3";"North Western";"Karene";"Dibia";"MARON";"MARON CHP";NA;"PHU";"8.938391666666666";"-12.523598333333332";"191.5";"Rehabilitated hand dug well with mechanised pump";7,36;NA;0,12;0,05;0,02;1,7;0,05;0,7;18;0,01;NA;0;168;32,2;"02087";"Intermediate Risk / Possibly Safe";"4.7";"22.75";2
"9vy8-mgac-ajw5";"Northern";"Tonkolili";"Kholifa Rowala";"ROGBESSEH VILLAGE";"ROGBESSEH SLMB PRIMARY  SCHOOL";NA;"School";"8.773065";"-11.855896666666668";"115.7";"Rehabilitated hand dug well - handpump";6,5;NA;0,05;NA;0,21;3,6;1,29;1,9;NA;0,01;NA;0;255;NA;"02031";"Very High Risk / Unsafe";">100";"9435.1";1
"cqjb-uh9q-6qkh";"Northern";"Tonkolili";"Yoni Mabanta";"KITHBOI";"KITHBOI TDC RCA PRIMARY SCHOOL";NA;"School";"8.402478333333333";"-12.231055";"31.3";"New hand dug well - handpump";6,58;NA;0,03;NA;0,17;NA;0,05;0,6;5;0,01;NA;0;124;NA;"02010";"High Risk / Possibly Unsafe";"17.1";"56.35";5
"qacs-erfn-nj5k";"Northern";"Tonkolili";"Yoni Mamaila";"MAGBANTH";"MAGBANTH WATER POINT";NA;"Community water point";"8.426236666666666";"-12.403341666666666";"86.4";"New hand dug well - handpump";6,5;NA;0,06;NA;0,14;2,9;0,05;5,4;35;0,01;NA;0;162;NA;"02014";"Low Risk / Safe";"0";"2.87";1
"rbsp-97nw-7mtj";"Western";"Western Area Rur";"Waterloo Rural";"ROKEL";"ROKEL COMMUNITY HEALTH CENTER";NA;"PHU";"8.37869468470907";"-13.103859667076039";"100.62558314990228";"New borehole with submersible pump";6,5;NA;0,13;0,05;0,21;1,3;0,05;0,6;NA;0,02;0,5;0;25;29,7;"02060";"Low Risk / Safe";"0";"2.87";5
"6q9r-w47d-yd52";"Western";"Western Area Rur";"Waterloo Rural";"JUI";"JUI POLICE CLINIC";NA;"PHU";"8.396182518793381";"-13.14370748494721";"59.74006520943741";"New borehole with submersible pump";6,5;NA;0,14;0,05;0,02;1;0,06;0,8;NA;0,01;0,5;37;100;27,9;"02062";"Low Risk / Safe";"0";"2.87";3
"1c60-pamp-rupj";"Western";"Western Area Rur";"Waterloo Rural";"JUI";"JUI TECT COMMUNITY HEALTH POST";NA;"PHU";"8.4041605078467";"-13.134936408450727";"51.38495272504504";"New borehole with submersible pump";6,5;NA;0,14;0,05;1;1;0,14;0,6;NA;0,01;0,5;58;58;295;"02061";"Low Risk / Safe";"0";"2.87";2
"3d8j-4w3q-tb2h";"Western";"Western Area Rur";"Waterloo Rural";"SAMUEL TOWN";"MATINDI ROAD SAMUEL TOWN";NA;"Community water point";"8.305257502590699";"-13.076623586258043";"39.24035506870888";"Rehabilitated hand dug well - handpump";6,5;NA;0,06;0,05;0,11;2,9;0,05;6,1;NA;0,01;0,5;0;31;296;"02058";"Low Risk / Safe";"0";"2.87";1
"u2yj-yasc-qfd2";"Western";"Western Area Rur";"Koya Rural";"NEWTON";"MOSIGNOR DANIEL SULLIVAN CHC";NA;"PHU";"8.33620094840573";"-13.022212506402854";"51.20983719992543";"New borehole with submersible pump";6,5;NA;0,24;0,05;1;2,9;0,05;0,6;5;0,06;0,5;15;22;29,9;"02057";"High Risk / Possibly Unsafe";"13.6";"83.06";3
"ta88-kx66-e02n";"North Western";"Kambia";"Magbema";"ANSARUL PRIMARY SCHOOL";"ANSARUL";NA;"School";"9.129893618538013";"-12.89417024442036";"88.081981902458";"New hand dug well - handpump";6,86;NA;0,12;0,05;0,51;1;0,05;0,6;5;0,01;0,5;0;148;31,1;"03448";"Intermediate Risk / Possibly Safe";"9.6";"37.68";4
"te3s-xera-0hu0";"Southern";"Bonthe";"Sogbeni";"NAIJEH";"HAND DUG WELL";NA;"School";"7.605386666666668";"-12.079485";"-5.1";"Rehabilitated hand dug well - handpump";6,5;NA;0,17;0,05;0,06;1;0,09;0,7;5;0,01;11,9;0;42,3;45;"03498";"Low Risk / Safe";"0";"2.87";4
"5tbt-tg0k-jfu3";"Southern";"Bonthe";"Sogbeni";"SEMABU";"DEC PRIMARY SCHOOL";NA;"School";"7.597286666666667";"-12.082451666666667";"74.1";"New borehole - handpump";6,5;NA;0,07;0,05;1;1;0,07;0,7;5;0,01;6,6;0;32,3;51;"03499";"Intermediate Risk / Possibly Safe";"8.4";"21.19";1
"p8t0-cpbe-d7je";"Southern";"Moyamba";"Kaiyamba";"SALINA";"CHP SALINA";NA;"PHU";"8.16375061";"-12.42557203";"114.0";"Rehabilitated hand dug well - handpump";7,18;NA;0,05;0,05;0,02;1;0,05;0,6;5;0,01;NA;0;68;329;"03670";"Low Risk / Safe";"0";"2.87";3
"ktbm-5176-n91v";"North Western";"Kambia";"Magbema";"KDC CHURCH OF THE LORD PRIMARY SCHOOL KAMBIA";"KDC CHURCH OF THE LORD";NA;"School";"9.115001794880715";"-12.924115711939212";"57.113289311788094";"New hand dug well - handpump";6,5;NA;0,02;0,05;0,14;3,2;0,05;0,6;20;0,01;0,5;0;31;31,2;"03449";"High Risk / Probably Unsafe";"32.6";"145.55";2
"ebn5-wurr-ykv";"Southern";"Bonthe";"Sogbeni";"GRIMA";"RC SCHOOL";NA;"School";"7.582491666666666";"-12.071705000000001";"-202.1";"Rehabilitated hand dug well - handpump";6,5;NA;0,07;0,05;0,08;3;0,05;0,8;61;0,01;8,8;0;31,2;37;"03500";"High Risk / Possibly Unsafe";"13.6";"83.06";6
"qyvg-60kc-067n";"North Western";"Kambia";"Magbema";"AHMADIYYA PRIMARY SCHOOL KAMBIA";"AHMADIYY PRIMARY";NA;"School";"9.1168079968975";"-12.924626781602974";"59.82951858007446";"New hand dug well - handpump";6,5;NA;0,06;0,05;0,02;1;0,05;0,7;18;0,01;3,1;0;11;35,1;"03450";"Low Risk / Safe";"0";"2.87";1
"w1kq-mfw2-xn8v";"Northern";"Tonkolili";"Yoni Mabanta";"MAGBENKA";"MAGBENKA WATER POINT";NA;"Community water point";"8.413161666666667";"-12.25216";"55.2";"New hand dug well - handpump";6,73;NA;0,02;NA;0,02;3;0,05;NA;NA;NA;NA;0;157;NA;"02009";"High Risk / Possibly Unsafe";"13.6";"83.06";1
"1k6m-dhfu-6x2w";"Northern";"Tonkolili";"Yoni Mamaila";"MABUNDU VILLAGE";"MABUNDU WATER POINT";NA;"Community water point";"8.433251666666667";"-12.33599";"78.2";"New hand dug well - handpump";6,5;NA;0,04;NA;0,14;NA;0,05;NA;5;0,01;NA;0;161;25;"02013";"Very High Risk / Unsafe";">100";"9435.1";1
"7hsv-2pd6-d8b0";"North Western";"Port Loko";"Lokomasama";"THAFIN";"MASJID RAHMAN MOSQUE";NA;"Community water point";"8.819965";"-13.16667";"5.0";"New hand dug well - handpump";6,84;NA;0,04;0,28;0,02;2,2;0,05;3,2;5;0,01;NA;0;231;31,2;"02081";"Very High Risk / Unsafe";">100";"9435.1";3
"nnh1-1bt0-vj77";"North Western";"Port Loko";"Lokomasama";"KALANGBA JUNCTION";"MAPANG ROAD-BY PA NABIEU BANGURA'S RESIDENT";NA;"Community water point";"8.776086666666666";"-13.134768333333334";"0.2";"New borehole with submersible pump";6,5;NA;0,05;0,66;0,34;1;0,82;0,6;5;0,01;NA;188;33;31,1;"02080";"Intermediate Risk / Probably Safe";"2";"6.32";2
"uad4-fck5-jryk";"North Western";"Port Loko";"Lokomasama";"MANA II";"MANA II CHP";NA;"PHU";"8.708461666666667";"-12.969389999999999";"-29.1";"New borehole with submersible pump";6,5;NA;0,08;0,05;0,02;1;0,05;1,4;50;0,01;NA;5;37;33,3;"02079";"Intermediate Risk / Probably Safe";"2";"6.32";1
"wuvj-6wrh-c2uc";"North Western";"Port Loko";"Kamasondo";"MALAI BUNDU";"KANKALAY PRIMARY SCHOOL";NA;"School";"8.743536666666667";"-12.936985";"28.0";"New hand dug well - handpump";6,5;NA;0,05;0,05;0,02;1;0,05;0,7;5;0,01;NA;0;67;32;"02076";"Intermediate Risk / Probably Safe";"2";"6.32";3
"n1mj-k2hu-s0dt";"Northern";"Koinadugu";"Kasunko KaKellian";"SANGBABA";"RC SCHOOL WELL";NA;"School";"9.383158333333334";"-11.789088333333332";"558.7";"Rehabilitated hand dug well - handpump";6,54;NA;0,05;0,08;0,02;2,2;0,06;1,1;5;0,01;NA;0;106;242;"02308";"Intermediate Risk / Possibly Safe";"4.7";"22.75";2
"au0c-11jm-3jsn";"Northern";"Koinadugu";"Wara Wara Yagala";"KAMAYINBO";"DEC PRI. SCHOOL";NA;"School";"9.457151666666666";"-11.70134";"263.5";"Rehabilitated hand dug well - handpump";6,5;NA;0,02;0,05;0,02;1;0,13;6,4;38;0,01;NA;0;77;240;"02309";"Intermediate Risk / Probably Safe";"1.2";"5.64";5
"dbgu-dax2-dgu2";"Northern";"Koinadugu";"Kasunko KaKellian";"KAGBASIA";"DEC PRI. SCHOOL";NA;"School";"9.32569";"-11.778983333333334";"390.5";"Rehabilitated hand dug well - handpump";8,4;NA;1;2;0,05;1;0,05;16;5;0,01;NA;0;1226;240;"02323";"Low Risk / Safe";"0";"2.87";1
"97g7-ugtp-vnan";"Northern";"Koinadugu";"Kasunko KaKellian";"KAFOGO";"GRAVITY";NA;"Community water point";"9.39548";"-11.736418333333331";"345.4";"Tap stands from gravity fed water scheme";6,5;NA;0,05;0,05;0,04;1;0,05;0,6;5;0,01;NA;0;20;241;"02331";"Very High Risk / Unsafe";">100";"9435.1";3
"76v4-k5x7-cfab";"North Western";"Kambia";"Magbema";"MOF PRIMARY SCHOOL MATHAM";"MOF PRIMARY";NA;"School";"9.138154260773264";"-12.878292342851251";"92.49517726279582";"Rehabilitated hand dug well - handpump";6,5;NA;0,03;0,05;0,06;1;0,05;0,6;29;0,01;1,7;0;88;30,5;"03474";"High Risk / Probably Unsafe";"32.6";"145.55";4
"1712-2spf-wxgv";"Southern";"Bonthe";"Sogbeni";"TIHUN";"NATIONAL ISLAMIC MISSION PRIMARY SCHOOL";NA;"School";"7.567746666666666";"-12.090443333333333";"295.9";"Rehabilitated hand dug well - handpump";6,5;NA;0,17;0,09;0,32;1;0,05;7,1;44;0,04;20;107;32,9;33;"03501";"Intermediate Risk / Possibly Safe";"4.7";"22.75";6
"j59w-s9xu-yup7";"Southern";"Bonthe";"Sogbeni";"GEREHUN";"UBC PRIMARY";NA;"School";"7.544893333333333";"-12.099695";"14.0";"Rehabilitated hand dug well - handpump";7,44;NA;0,06;2;0,05;1,3;0,06;0,8;22;0,08;12,4;6;39,4;259;"03502";"High Risk / Probably Unsafe";"48.3";"351.91";8
"3dmy-yqdt-1bfg";"Southern";"Bonthe";"Sogbeni";"MOYORGBOR";"DEC PRIMARY";NA;"School";"7.534305000000001";"-12.095828333333335";"-2.3";"Rehabilitated hand dug well - handpump";6,5;NA;0,02;2;0,04;2,3;0,08;9,2;5;0,01;20;0;32,8;29;"03503";"Intermediate Risk / Probably Safe";"1.5";"7.81";4
